,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Title,Author,Author_short,Year,Country,Outlet,Type of resource allocation,Resource Durability,Type resources,Single/multiple?,Allocation capability,Goal Type,Goal,Ressource attribute types,Resource attributes,Task attribute type,Task attributes,Resource allocation technique type,Resource allocation technique,PM Type,,Process model type,Role of PM/Process data,Input data,Planning at instance/task/stage level,Evaluation Type,Evaluation,Prototypical implementation type,Prototypical implementation,Short describtion of paper,LatexTablecommant,LatexTablecommantshort
2032,The Optimization of Resource Allocation Based on Process Mining,Weidong Zhao; Liu Yang; Haitao Liu; Ran Wu,\citet{zhao2015optimization},2015,China,ICIC 2015: Advanced Intelligent Computing Theories and Applications,Push,durable,human,Single,1-to-1,Process-oriented,Minimize cycle time,"Workload, Previous performance","#count of past executions of a task, workload, max_workload",Estimated performance,"cost of execution, connections to other activities",Rule,Rule that assigns resources to tasks on previously found information and availability,Process data,PD,Process data (Event log),Prep.,Characteristics of resources,set of instances,(Comp.) experiments,Experiment,not accessible,not publicly available,,\citet{zhao2015optimization}&2015&China&1-to-1&Minimize cycle time&PD&Prep.&Single&Rule&(Comp.) experiments&not accessible\\,\citet{zhao2015optimization}&2015&1-to-1&Minimize cycle time&Single&Rule\\
1539,Resource conflict detection and removal strategy for nondeterministic emergency response processes using Petri nets,"Zeng, Qingtian; Liu, Cong; Duan, Hua",,2016,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Optimization of business processes by automatic reallocation of resources using the genetic algorithm, Almir Djedović ; Emir Žunić ; Zikrija Avdagić ; Almir Karabegović ,\citet{djedovic2016optimization},2016,BiH, 2016 XI International Symposium on Telecommunications (BIHTEL),Push,durable,human,Multiple,1-to-many,Process-oriented,Minimize process cost,"Role, Expertise","Role, capability","Req. Role, Req. Amount","Number of min. and max. resources, requested role",Metaheuristic,Metaheuristic: Genetic algorithm,BPMN,PM,BPMN,Prep.,"Enhanced PM: execution times, interrival-time of instances, minimal number of users to perform a task",set of instances,Case study,Case study,not accessible,Math Lab (not publicly available),Paper provides an genertic approach to plan the resource worklists for a set of instances,\citet{djedovic2016optimization}&2016&BiH&1-to-many&Minimize process cost&PM&Prep.&Multiple&Metaheuristic&Case study&not accessible\\,\citet{djedovic2016optimization}&2016&1-to-many&Minimize process cost&Metaheuristic&Multiple\\
2003,Automated Resource Allocation in Business Processes with Answer Set Programming,"Havur, Giray; Cabanillas, Cristina; Mendling, Jan ; Polleres, Axel",\citet{havur2016resource},2016,Austria,"BUSINESS PROCESS MANAGEMENT WORKSHOPS, (BPM 2015)",Push,durable,human,Multiple,1-to-1,Process-oriented,Minimize cycle time,"Role, Previous performance","Role, can Execute, timeNeeded",Estimated performance,execution time,Logic Programming,Answer set programming,Special petrinet class,PM,Time petrinet,Input,"Logic Programmming: Time petrinet, organisational model",instance,(Comp.) sim. experiments,Simulation experiments,no implementation,not described,paper proposed an approach to provide for an instance a pre-defined execution with an allocation for reaching min. execution time,\citet{havur2016resource}&2016&Austria&1-to-1&Minimize cycle time&PM&Input&Multiple&Logic Programming&(Comp.) sim. experiments&no implementation\\,\citet{havur2016resource}&2016&1-to-1&Minimize cycle time&Logic Programming&Multiple\\
2000,Planning and Scheduling of Business Processes in Run-Time: A Repair Planning Example,"Barba, Irene; Del Valle, Carmelo ",,2011,no,,Push,,general,,N-1,,Multi-objective (time or costs),,"capacity, shareable/non-shareable",,"duration, dependency",,AI planning and scheduling,,,And/Or graph,,Enhanced And/Or graph and run time information,,,no,,no,"paper proposes approach to do planning and scheduling of task with AI techniques, and replanning during execution",,
2507,Business process tasks-assignment and resource allocation in Crowdsourcing context,"K Bessai, F Charoy",\citet{bessai2016business},2016,France,International Conference on Collaboration and Internet Computing,,durable,human,Multiple,1-to-many,Process-oriented,Minimize cycle time,"Expertise, Previous performance","cost by a crowd worker, skills, execution speed",Req. Expertise,minimum needed quality consisting of skills,Heuristic,Three different greedy algorithms to solve the integer linear program,Process model,PM,Directed acyclic graph,Input,Heuristic: process model and resources and budget limit,,(Comp.) sim. experiments,Simulation experiements,"not acc., pseudoc.",no (only pseudocode),"Paper develops a allocation problem for assign task to a crowd, provides different heuristics to solve it","\citet{bessai2016business}&2016&France&1-to-many&Minimize cycle time&PM&Input&Multiple&Heuristic&(Comp.) sim. experiments&not acc., pseudoc.\\",\citet{bessai2016business}&2016&1-to-many&Minimize cycle time&Heuristic&Multiple\\
1063,Application of Dynamic Instance Queuing to Activity Sequences in Cooperative Business Process Scenarios,"Pflug, Johannes; Rinderle-Ma, Stefanie",\citet{pflug2016application},2016,Austria,{INTERNATIONAL JOURNAL OF COOPERATIVE INFORMATION SYSTEMS},Push,durable,human and machines,Multiple,many-to-1,Process-oriented,Maximize throughput,Workload,availability,Any,classification based on use case instance attributes,Machine Learning,"Unsupervised: Clustering, Mining and (k-means) Clustering of Process Instances during runtime, assignment based on clusters",Process data,PD,Process data (Event log),Input,Stream of activity instance data for clustering,set of instances,Case study,Case study,"not acc., pseudoc.",Java (not publicly available),"miner.kppq.de https://youtu.be/6VULguJWoGE Mining and Clustering of Process Instances during runtime, Queuing and buffering based on discovered clusters. The clustering is based on instance attributes such as age etc. Eventual N-1 assignment based on clusters/queues and a custom decision function if there are more resources available for one instance.","\citet{pflug2016application}&2016&Austria&many-to-1&Maximize throughput&PD&Input&Multiple&Machine Learning&Case study&not acc., pseudoc.\\",\citet{pflug2016application}&2016&many-to-1&Maximize throughput&Machine Learning&Multiple\\
2005,Using a temporal constraint network for business process execution,Ruopeng Lu; Shazia Sadiq; Vineet Padmanabhan; Guido Governatori,,#N/A,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,A framework for efficiently mining the organisational perspective of business processes,"Schoenig, Stefan; Cabanillas, Cristina; Jablonski, Stefan; Mendling, Jan",\citet{schonig2016framework},2016,Germany,{DECISION SUPPORT SYSTEMS},Push,durable,human,Multiple,1-to-1,No specific goal,Unspecified goal,Role,roles (membership to organisational units),Estimated performance,None (Only during training: Previous resource allocation),Mined Rule,Association rules mining,Process data,PD,Process data (Event log),Input,"Event log, organisational model",task,(Comp.) sim. experiments,Simulation experiments,not accessible,DpilMiner,"Generate all possivle resource - task, organisational data (role etc.) patterns, find most occuring patterns by mining log",\citet{schonig2016framework}&2016&Germany&1-to-1&Unspecified goal&PD&Input&Multiple&Mined Rule&(Comp.) sim. experiments&not accessible\\,\citet{schonig2016framework}&2016&1-to-1&Unspecified goal&Mined Rule&Multiple\\
2010,Increasing the efficiency of business processes using a theory of constraints,"Rhee, Seung-Hyun; Cho, Nam Wook; Bae, Hyerim ",,2010,no,,Push,durable,human,global,N-1,,,,"workload, average service rate, task assignment probability",,"expected execution, task arrival rate, role assignment",,Theory of Contraints (Drum-Buffer-Rope (DBR) Scheduling),,,process model(definition),,Enhanced PM,,,Simulation experiements,,not publicly available,"paper redesignes the Drum-Buffer-Rope scheduling approach for business processes, BPM engine controls the release of a process instance into a system",,
1455,A DYNAMIC AND HUMAN-CENTRIC RESOURCE ALLOCATION FOR MANAGING BUSINESS PROCESS EXECUTION,"Wibisono, Arif; Nisafani, Amna Shifia; Bae, Hyerim; Park, You-Jin",\citet{wibisono2016dynamic},2016,Indonesia,{INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING-THEORY APPLICATIONS AND PRACTICE},Push,durable,human,Single,1-to-1,Process-oriented,Minimize cycle time,"Role, Previous performance",performance per day time is learnt while executing,"Req. Workload, Estimated performance","Queue in front of the activity, time",Rule,Rule,Other,PM,Process structure nach Rhee,Input,Rule: Naive Bayesian Model,task,(Comp.) sim. experiments,Comparative sim. experiments,pseudocode,no (only pseudocode),"Paper focus on the allocation to humans which have different performance per day time, use a naive baysian network to allocate a task to the most performed resource",\citet{wibisono2016dynamic}&2016&Indonesia&1-to-1&Minimize cycle time&PM&Input&Single&Rule&(Comp.) sim. experiments&pseudocode\\,\citet{wibisono2016dynamic}&2016&1-to-1&Minimize cycle time&Rule&Single\\
1480,A dynamic task assignment approach based on individual worklists for minimizing the cycle time of business processes,"Xie, Yi; Chien, Chen-Fu; Tang, Ren-Zhong",\citet{xie2016dynamic},2016,China,{COMPUTERS \& INDUSTRIAL ENGINEERING},Push,durable,general,Multiple,1-to-many,Process-oriented,Minimize cycle time,Amount ,"amount, responsibility for activities (FS: Eligibility is captured in the mode)",Estimated performance,mean task duration,Exact Algorithm,Multi-objective programming (non-linear),General PM,PM,Structured process model,Prep.,"Enhanced PM: elegtible resource for a activity, execution times for resources in combination with a task, execution probabilities of paths",set of instances + tasks,Experiments + Case study,Comparative sim. experiments + case study,available,MathLab,Paper uses queuing metrics to build an optimization model to miminize execution time and establishes at runtime a reassignment policy,\citet{xie2016dynamic}&2016&China&1-to-many&Minimize cycle time&PM&Prep.&Multiple&Exact Algorithm&Experiments + Case study&available\\,\citet{xie2016dynamic}&2016&1-to-many&Minimize cycle time&Exact Algorithm&Multiple\\
2014,Concurrent processes scheduling with scarce resources in small and medium enterprises,#N/A,,#N/A,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,Resource Management for Business Process Scheduling in the Presence of Availability Constraints,"Xu, Jiajie; Liu, Chengfei; Zhao, Xiaohui; Yongchareon, Sira; Ding, Zhiming",\citet{xu2016resource},2016,China,{ACM TRANSACTIONS ON MANAGEMENT INFORMATION SYSTEMS},Push,durable,human and machines,Multiple,many-to-1,Resource-oriented,Balance workload,Workload,availability,,-,Metaheuristic,Metaheuristic: Genetic algorithm,General PM,PM,process model,Input,Heuristic: constraints,set of instances,(Comp.) sim. experiments,Comparative sim. experiments,"not acc., pseudoc.",not publicly available,Paper provides a heuristic to schedule a set of instances which is solved with a genetic miner,"\citet{xu2016resource}&2016&China&many-to-1&Balance workload&PM&Input&Multiple&Metaheuristic&(Comp.) sim. experiments&not acc., pseudoc.\\",\citet{xu2016resource}&2016&many-to-1&Balance workload&Metaheuristic&Multiple\\
2008,Resource allocation using task similarity distance in business process management systems,"Yaghoubi, Mehdi; Zahedi, Morteza
",\citet{yaghoubi2016resource},2016,Iran,2nd International Conference of Signal Processing and Intelligent Systems (ICSPIS),Push,durable,human and machines,Multiple,1-to-1,Resource-oriented,Optimize worklist,"Workload, Previous performance","executed tasks, entropy of their worklist",Req. Social context,task being concurrently executed faster then not (similarity distance between each two tasks),Machine Learning,Reinforcement learning,Process data,PD,Process data (Event log),Prep.,Task characteristics: Similarities,periodically,(Comp.) experiments,Experiments with real-world data,not accessible,not publicly available,"paper has the idea that resources are faster by processing tasks which cn be concurrently be executed, entropy of a worklist should be minimized",\citet{yaghoubi2016resource}&2016&Iran&1-to-1&Optimize worklist&PD&Prep.&Multiple&Machine Learning&(Comp.) experiments&not accessible\\,\citet{yaghoubi2016resource}&2016&1-to-1&Optimize worklist&Machine Learning&Multiple\\
1560,An entropy-based clustering ensemble method to support resource allocation in business process management,"Zhao, Weidong; Liu, Haitao; Dai, Weihui; Ma, Jian",\citet{zhao2016entropy},2016,China,{KNOWLEDGE AND INFORMATION SYSTEMS},Push,durable,human,Multiple,1-to-1,Process-oriented,Find most qual. res.,"Workload, Previous performance, Expertise","execution history, availability, utility/profile","Estimated performance, Priority","start time, completion time, cost,  execution history, importance",Mined Heuristic,Clustering,Process data,PD,Process data (Event log),Prep.,Characteristics of resources,periodically,(Comp.) experiments,Comparative experiments with real-world data,pseudocode,no (only pseudocode),Paper proposes to first learn resource profiles for activities and then proposes a heuristic to assign tasks to resources based on these profiles,\citet{zhao2016entropy}&2016&China&1-to-1&Find most qual. res.&PD&Prep.&Multiple&Mined Heuristic&(Comp.) experiments&pseudocode\\,\citet{zhao2016entropy}&2016&1-to-1&Find most qual. res.&Mined Heuristic&Multiple\\
2022,Obstacle-Aware Resource Allocation in Business Processes,"Farah Bellaaj, Mohamed Sellami, Sami Bhiri, Zakaria Maamar",\citet{bellaaj2017obstacle},2017,Tunisia,International Conference on Business Information Systems,Push,durable,general,Single,1-to-1,Process-oriented,Find most qual. res.,"Role, Workload, Previous performance","resource's obstacles in the dimensions time, cost,and quality, while having a workload w; resource role",Req. Role,"requirements, required resource role",Rule,Rule,Process data,PD,Process data (Event log),Prep.,Characteristics of resources,enabled task,No evaluation,no evaluation,"not acc., pseudoc.",not publicly available,Paper takes past execution to evaluate the performance of resources under certain executions. A task gets a resource based on its requirements,"\citet{bellaaj2017obstacle}&2017&Tunisia&1-to-1&Find most qual. res.&PD&Prep.&Single&Rule&No evaluation&not acc., pseudoc.\\",\citet{bellaaj2017obstacle}&2017&1-to-1&Find most qual. res.&Rule&Single\\
559,Information supply chain optimization with bandwidth limitations,"Hirsch, Michael J.; Ortiz-Pena, Hector",\citet{hirsch2017information},2017,USA,{INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH},Push,durable,human and software systems,Multiple,1-to-1,Process-oriented,Minimize cycle time,Role,role,Req. Role,needs a role,Exact Algorithm,"Nonlinear mixed-integer programming problem, is then linearized, solved with a professional solver supporting different solution approaches, heuristics for some cases",Workflow model,PM,Workflow model,Input,Linear Programming: Constraints,set of instances,(Comp.) sim. experiments,Simulation experiments,"not acc., pseudoc.",Math Lab (not publicly available),Paper defines a integer linear program with several constraint which is then solved with the help of a heuristic,"\citet{hirsch2017information}&2017&USA&1-to-1&Minimize cycle time&PM&Input&Multiple&Exact Algorithm&(Comp.) sim. experiments&not acc., pseudoc.\\",\citet{hirsch2017information}&2017&1-to-1&Minimize cycle time&Exact Algorithm&Multiple\\
2021,The resource allocation model for multi-process instances based on particle swarm optimization,Weidong Zhao; Qingfeng Zeng; Guangjian Zheng,\citet{zhao2017resource},2017,China,nformation Systems Frontiers,Push,durable,general,Multiple,1-to-1,Process-oriented,Minimize cycle time,Previous performance,costs,Priority,priority,Metaheuristic,Meta-Heuristic: Particle swarm optimization,Only as constraint,PM,Needed presuccessor of an activity,Input,Heuristic: Sequence of activities and the needed resources,set of instances,(Comp.) experiments,Comparative experiments with real-world data,not accessible,not publicly available,"Paper uses a particle swarm algorithms to optimize the resource allocation for a set of process instances by considering multiple goals (minimize time, but reduced costs can be considered as constraint)",\citet{zhao2017resource}&2017&China&1-to-1&Minimize cycle time&PM&Input&Multiple&Metaheuristic&(Comp.) experiments&not accessible\\,\citet{zhao2017resource}&2017&1-to-1&Minimize cycle time&Multiple&Metaheuristic\\
1496,Cycle Time Reduction and Runtime Rebalancing by Reallocating Dependent Tasks,"Yaghoubi, M.; Zahedi, M.",\citet{yaghoibi2017cycle},2017,Iran,{INTERNATIONAL JOURNAL OF ENGINEERING},Pull,durable,human,Multiple,many-to-1,Resource-oriented,Balance workload,"Role, Workload","responsibility for tasks, workload","Estimated performance, Req. Workload","excution times per resource, concurrent execution time with other tasks",Rule,Rule,"Analytical PM, Process data",PM,"Analytical process model, Process data",Prep.,Queue model,periodically,(Comp.) experiments,Comparative experiments with real-world data,pseudocode,no (only pseudocode),paper wants to rebalance worklists with an algorithm and assign tasks which are faster to be executed together to resources with less work,\citet{yaghoibi2017cycle}&2017&Iran&many-to-1&Balance workload&PM&Prep.&Multiple&Rule&(Comp.) experiments&pseudocode\\,\citet{yaghoibi2017cycle}&2017&many-to-1&Balance workload&Rule&Multiple\\
2026,Mining staff assignment rules from event-based data,"Ly, LT; Rinderle, S; Dadam, P; Reichert, M",,2006,no,,,,,,,,,,,,,,,,,,,,,,,,,is more about finding the roles that could be assigned to an activity thata ctual resource allocation,,
85,Human resource allocation or recommendation based on multi-factor criteria in on-demand and batch scenarios,"Arias, Michael; Munoz-Gama, Jorge; Sepulveda, Marcos; Carlos Miranda, Juan",\citet{arias2018all},2018,Chile,{EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING},both,durable,human,Multiple,1-to-1,Process-oriented,Find most qual. res.,"Previous performance, Expertise, Workload","Frequency, performance, quality, cost, expertise, workload",Any,characteristic (expected/required performance),Exact Algorithm,Integer Linear Programming,Process data,PD,Process data (Event log),Prep.,Characteristics of resources,task/ set of tasks,Experiments + Case study,"Simulation experiments with real world data, case study",available,ProM plugin,Paper allows allocation/recommondation of single/sets of resources based on different res characteristics,\citet{arias2018all}&2018&Chile&1-to-1&Find most qual. res.&PD&Prep.&Multiple&Exact Algorithm&Experiments + Case study&available\\,\citet{arias2018all}&2018&1-to-1&Find most qual. res.&Exact Algorithm&Multiple\\
328,Innovative Approach in Modeling Business Processes with a Focus on Improving the Allocation of Human Resources,"Djedovic, Almir; Karabegovic, Almir; Avdagic, Zikrija; Omanovic, Samir",\citet{djedovic2018innovative},2018,BiH,{MATHEMATICAL PROBLEMS IN ENGINEERING},Push,durable,human,Multiple,1-to-many,Process-oriented,Minimize process cost,Previous performance,cost,"Req. Amount, Priority","minimum and maximum number of needed resources, priority",Metaheuristic,Metaheuristic: Genetic algorithm,Process data,PD,Process data (Event log),Prep.,Discovered simulation model (Annotated BPMN with distributions),set of instances,(Comp.) sim. experiments,Comparative sim. experiments,not accessible,Math Lab (not publicly available),"Paper proposes to learn first a simulation model with the execution times etc., based on this a meta heuristic is defined which is solved with a genetic alg.",\citet{djedovic2018innovative}&2018&BiH&1-to-many&Minimize process cost&PD&Prep.&Multiple&Metaheuristic&(Comp.) sim. experiments&not accessible\\,\citet{djedovic2018innovative}&2018&1-to-many&Minimize process cost&Multiple&Metaheuristic\\
2029,Business Process Scheduling with Resource Availability Constraints,Jiajie Xu; Chengfei Liu; Xiaohui Zhao; Sira Yongchareon,,2010,no,,Push,durable,human and machines,global,1-to-many,,Minimize process cost,Workload,availability,Role,eligibility,Heuristic,Heuristic,General PM,,process model,As preparation for the input,"set of resources R, process instances I, constraints C",set of instances,Comparative simulation experiments,Comparative simulation experiments,not publicly available,not publicly available,Process instance scheduling based on resource availability with the help of three different strategies,,
2030,On-the-Fly Performance-Aware Human Resource Allocation in the Business Process Management Systems Environment Using Naïve Baye,    Arif Wibisono; Amna Shifia Nisafani; Hyerim BaeYou-Jin Park,,2015,no,,Push,durable,human,local,1-to-1,,Minimize cycle time,"Role, Previous performance",name and performance,"Role, Estimated performance","name, roles, interval time",Heuristic,Bayesian Network,General PM,,process model,As preparation for the input,Bayesian Network,set of tasks,Comparative simulation experiments,Comparative simulation experiments,not publicly available,no (only pseudocode),Work utilize Naïve  Bayes Modeling and  a Naïve Bayes Selection  Rule  (NBSR)  algorithm for  selecting  the  best  performer  to  accomplish  an incoming  task,,
2035,A Method to Enable Ability-Based Human Resource Allocation in Business Process Management Systems,Jonnro Erasmus; Irene Vanderfeesten; Konstantinos Traganos; Xavier Jie-A-Looi; Ad Kleingeld; Paul Grefen,\citet{erasmus2018method} ,2018,NL,PoEM 2018: The Practice of Enterprise Modeling ,Push,durable,human,Multiple,1-to-1,Process-oriented,Find most qual. res.,Any,resource characteristics,Req. Expertise,needed abilities,Rule,Rule,Enhanced PM,PM,Enhanced PM,Input,Rule: Enhanced PM,activity,Case study,Case study,"not acc., pseudoc.",not publicly available,Basically configure more concrete roles on which rule-based allocation happens,"\citet{erasmus2018method} &2018&NL&1-to-1&Find most qual. res.&PM&Input&Multiple&Rule&Case study&not acc., pseudoc.\\",\citet{erasmus2018method} &2018&1-to-1&Find most qual. res.&Rule&Multiple\\
2033,Context-Aware Analysis of Past Process Executions to Aid Resource Allocation Decisions,Renuka Sindhgatta; Aditya Ghose; Hoa Khanh Dam,,2016,no,,?,durable,human,global,,,,,,,,,Machine Learning (of an Algorithm),,,process model (formal),,event logs,set of activities,,Experiment,,not publicly available,"Should be excluded, only researches possible ways to identify parameters that might influence allocation decisions, not allocation provided..",,
2034,Context-Aware Recommendation of Task Allocations in Service Systems,Renuka Sindhgatta; Aditya Ghose; Hoa Khanh Dam,,2016,no,,,,,,,,,,,,,,,,,,,,,,,,,same here,,
2503,A Resource Recommendation Approach based on Co-Working History,"NM Abdulhameed, IMA Helal, A Awad, E Ezat",\citet{abdulhameed2018resource},2018,Egypt,International Journal of Advanced Computer Science and Applications,,durable,human,Single,1-to-1,Process-oriented,Find most qual. res.,"Previous performance, Social Context","Harmony to previous resource, previous performance in collaboration with the resource of previous task(s)",Req. Social context,Resource executing the previous task,Mined Rule,Frequency and performance mining,Process data,PD,Process data (Event log),Prep.,Characteristics of resources: co-working,,Case study,"BPI Challenge, Loan Application",no implementation,no implementation,"Paper proposes to look for collaboration between two resources  of consequtives activities which have the lowest duration, rules are deduced from an historic event log and applied at runtime",\citet{abdulhameed2018resource}&2018&Egypt&1-to-1&Find most qual. res.&PD&Prep.&Single&Mined Rule&Case study&no implementation\\,\citet{abdulhameed2018resource}&2018&1-to-1&Find most qual. res.&Mined Rule&Single\\
2036,Cycle Time Optimization of Processes Using an Entropy-Based Learning for Task Allocation, Iman Firouzian; Morteza Zahedi; Hamid Hassanpour,,2019,no,,Push,durable,human,global,many-to-1,,Minimize cycle time,Previous performance,past execution of tasks,(Social) Context,similarity list,ML,Machine Learning (of an Algorithm),Process data,,Process data,As preparation for the input,Similarity list of tasks,set of activities,Simulation experiments,Simulation experiements,not publicly available,not publicly available,"Very weak paper in itself, only claims and their proof is a simulation not reproducable",,
2037,Balancing quality and performance of task distribution in workflow based on resource aptitude,Renê Rodrigues Veloso; Autran Macêdo,,2007,no,,Push,durable,human,local,1-to-1,,Minimize cycle time,"Expertise, Workload","resource abilities, resource availability","Role, Estimated performance","role, execution time",Heuristic,Heuristic,no,,no,?,set of activities and resource,set of activities,Simulation experiments,Simulation experiements,not publicly available,not anymore publicly available,,,
2038,Resource Allocation vs. Business Process Improvement: How They Impact on Each Other ,Jiajie Xu; Chengfei Liu; Xiaohui Zhao,,2008,no,,Push,durable,human and machines,global,1-to-1,,Minimize process cost,"Role, Previous performance, Expertise","role (cost, capability)","Role, Estimated performance","role, execution time",Rule,Rule,General PM,,Process model,As preparation for the input,"Allocation table, due delivery time + punishment cost for each instance",set of activities,No Evaluation,no,no,no,"Quite good basic paper however not really mature as there is no evaluaiton, Idea is to create an allocation table which is adjusted at runtime",,
2039,Constructing Probabilistic Process Models Based on Hidden Markov Models for Resource Allocation,Berny Carrera; Jae-Yoon Jung,,2014,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,A Petri Nets based Generic Genetic Algorithm framework for resource optimization in business processes,"Si, Yain-Whar; Chan, Veng-Ian; Dumas, Marlon; Zhang, Defu",\citet{si2018petri},2018,Macau,{SIMULATION MODELLING PRACTICE AND THEORY},Push,durable,human and machines,Single,1-to-1,Process-oriented,Minimize process cost,Amount,Lower and Upper Bound,Estimated performance,"(estimated) cost, (estimated) average completion time",Metaheuristic,Metaheuristic: Genetic algorithm and Simulation (BPS),Special petrinet class,PM,Color Petri Net,Input,"Genetic algorithm: Color Petri Net, GA configuration",process model with resource information,Case study,Case study,"not acc., pseudoc.",not publicly available,(Problematic) Discover best allocation scheme from a set of allocation schemes by using a genetic algorithm and simulating the efficiency of each allocation,"\citet{si2018petri}&2018&Macau&1-to-1&Minimize process cost&PM&Input&Single&Metaheuristic&Case study&not acc., pseudoc.\\",\citet{si2018petri}&2018&1-to-1&Minimize process cost&Single&Metaheuristic\\
2053,A rewriting logic approach to resource allocation analysis in business process models,"Duran, Francisco; Rocha, Camilo; Salaun, Gwen",\citet{duran2019rewriting},2019,Colombia,SCIENCE OF COMPUTER PROGRAMMING,Push,durable,human,Multiple,1-to-many,No specific goal,Any,"Previous performance, Workload","cost, resource usage",Estimated performance,execution times,Heuristic,Heuristic,BPMN,PM,BPMN,Prep.,Stochastic model: Maude (simulation model) --> data on execution times and resource usage,set of instances,(Comp.) sim. experiments,Simulation experiements,available,http://maude.lcc.uma.es/BPMN-R/,"Paper transforms a BPMN into a simulation model to do a resource analysis and uses the results for the resource allocation, very general described",\citet{duran2019rewriting}&2019&Colombia&1-to-many&Any&PM&Prep.&Multiple&Heuristic&(Comp.) sim. experiments&available\\,\citet{duran2019rewriting}&2019&1-to-many&Any&Heuristic&Multiple\\
2042,Stochastic-Petri Net Modeling and Optimization for Outdoor Patients in Building Sustainable Healthcare System Considering Staff Absenteeism,#N/A,,2019,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,Mining Resource Assignments and Teamwork Compositions from Process Logs,"Schönig, Stefan and Cabanillas Macias, Cristina and Di Ciccio, Claudio and Jablonski, Stefan andMendling, Jan",,2016,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,Optimizing resource management during business process execution: A case study,"J Pflug, S Rinderle-Ma",,#N/A,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,A Framework for Recommending Resource Allocation Based on Process Mining,"Michael Arias, Eric Rojas, Jorge Munoz-Gama, and Marcos Sep ́ulveda",,2016,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Optimized resource allocations in business process models,"Sven Ihde, Luise Pufahl, Min-Bin Lin, Asvin Goel, Mathias Weske",\citet{ihde_2019},2019,no,#N/A,Push,durable,general,Multiple,many-to-1,No specific,Any,Any,flexible,"Any, Req. Workload, Priority","resource allocation problem, solver, due date, run-time attributes",Any,any,BPMN,PM,BPMN,Prep.,"Enhanced PM: requested type of resource, allocation problem, allocation technique",set of tasks,Case study,Case study,available,Chimera engine,Paper proposes a resources manager which has different alg. approaches for each activity individually,\citet{ihde_2019}&2019&no&many-to-1&Any&PM&Prep.&Multiple&Any&Case study&available\\,\citet{ihde_2019}&2019&many-to-1&Any&Multiple&Any\\
770,Dynamic human resource selection for business process exceptions,"Lee, Jooseok; Lee, Seunghoon; Kim, Jinwoo; Choi, Injun",\citet{lee2019dynamic},2019,Korea,{KNOWLEDGE AND PROCESS MANAGEMENT},both,durable,human,Single,1-to-1,Process-oriented,Find most qual. res.,"Previous performance, Social context","task execution profile, transfer-of-work",,-,Rule,Rule,Process data,PD,Process data (Event log),Prep.,Characteristics of resources,exception,Experiments + Case study,"Comparative simulation experiments, case study",no implementation,not publicly available,Paper proposes a rule to find the best resource for substituting another employee,\citet{lee2019dynamic}&2019&Korea&1-to-1&Find most qual. res.&PD&Prep.&Single&Rule&Experiments + Case study&no implementation\\,\citet{lee2019dynamic}&2019&1-to-1&Find most qual. res.&Rule&Single\\
863,Latent Ability Model: A Generative Probabilistic Learning Framework for Workforce Analytics,"Luo, Z.; Liu, L.; Yin, J.; Li, Y.; Wu, Z.",\citet{Luo2019},2019,China,IEEE Transactions on Knowledge and Data Engineering,Pull,durable,human,Single,1-to-1,Process-oriented,Find most qual. res.,Expertise,ability,Req. Expertise,needed ability,Machine Learning,Unsupervised learning: generative probabilistic learning,Process data,PD,Process data (employee-activity log),Prep.,Characteristics of resources,enabled task,No evaluation,no evaluation,"not acc., pseudoc.",Math Lab (not publicly available),Paper proposes a statistical model learnt from event log data to define the latency and ability of employees and assign them based on these insights work,"\citet{Luo2019}&2019&China&1-to-1&Find most qual. res.&PD&Prep.&Single&Machine Learning&No evaluation&not acc., pseudoc.\\",\citet{Luo2019}&2019&1-to-1&Find most qual. res.&Machine Learning&Single\\
